Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
678,190,RH,42.3,178032.4,Grvl,Grvl,IR3,Low,AllPub,Corner,Mod,Crawfor,Artery,Norm,1Fam,2.5Unf,5,3,1893,1951,Hip,CompShg,Stone,BrkFace,Stone,591.9,Ex,Fa,Stone,Fa,NA,Gd,Rec,651.5,LwQ,873.7,388.4,1655.5,GasW,Ex,Y,FuseA,1667.6,61.3,0.0,5028.7,1,2,1,1,5,3,Gd,9,Typ,3,,Attchd,2005.0,NA,2,342.3,Gd,Gd,P,223.0,313.6,116.0,502.5,421.5,262.0,,,,14810.6,12,2006,ConLD,Family,420788
679,85,RL,138.6,145304.7,Grvl,,IR3,Lvl,NoSeWa,Corner,Sev,NoRidge,RRNn,Feedr,TwnhsE,2.5Unf,8,6,1983,1969,Gambrel,WdShake,AsbShng,Wd Sdng,BrkCmn,446.3,Fa,Po,Wood,Gd,TA,Gd,NA,2471.7,BLQ,1321.0,1950.5,4615.9,Floor,Ex,Y,FuseP,1190.9,760.0,0.0,4407.1,1,2,3,2,7,2,Ex,6,Sal,3,Ex,NA,1995.0,Unf,4,1072.0,Ex,Po,Y,480.6,416.6,254.2,501.0,327.9,736.0,,,,12427.0,1,2008,COD,Alloca,665913
680,85,RH,107.2,177665.7,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,NPkVill,PosA,Artery,2FmCon,SFoyer,7,8,1911,1996,Flat,Roll,ImStucc,Plywood,None,288.6,TA,Gd,PConc,NA,NA,Gd,GLQ,4754.9,BLQ,160.4,837.7,3510.6,GasA,Ex,N,SBrkr,1502.6,462.1,0.0,3388.1,0,1,0,1,1,0,Fa,8,Typ,0,,Attchd,1942.0,Fin,1,237.7,NA,Gd,Y,390.6,348.8,547.8,309.8,306.2,622.0,,,,10152.9,2,2007,CWD,Family,438487
681,190,RM,88.9,86234.5,Pave,,IR2,HLS,NoSeWa,FR3,Gtl,Mitchel,RRAn,PosN,Duplex,2.5Unf,7,2,1909,1967,Gambrel,Membran,HdBoard,CemntBd,BrkCmn,884.0,Fa,Fa,Stone,NA,Po,NA,LwQ,3367.4,BLQ,697.1,1063.0,295.8,GasA,Po,N,FuseP,1774.1,1683.4,0.0,4711.1,0,0,2,2,0,1,TA,2,Maj1,2,NA,Detchd,1998.0,Unf,3,589.9,NA,Po,P,686.5,440.0,200.2,347.5,349.7,204.0,,,,9485.8,1,2008,VWD,Alloca,462884
682,50,RM,103.1,34743.2,Pave,,Reg,Bnk,NoSeWa,Corner,Gtl,Blmngtn,RRNn,Norm,2FmCon,2Story,6,4,1919,1950,Shed,ClyTile,MetalSd,AsphShn,BrkFace,344.8,Ex,Ex,PConc,NA,Po,Gd,BLQ,4088.8,Unf,1106.0,65.3,2476.6,GasA,Gd,Y,FuseP,2402.1,1746.9,0.0,5572.6,0,1,2,1,1,2,Fa,2,Mod,2,,2Types,1974.0,RFn,2,355.2,Po,NA,Y,366.9,376.3,360.6,314.2,354.4,287.0,,,,5582.0,8,2009,COD,Abnorml,518538
683,70,C,255.6,159180.9,Pave,,IR1,HLS,AllPub,Corner,Sev,NoRidge,RRAn,Artery,2FmCon,1.5Fin,3,7,1946,2007,Shed,Membran,ImStucc,BrkFace,Stone,320.6,Fa,Fa,CBlock,TA,Po,NA,Unf,1045.7,ALQ,901.3,901.4,1123.7,Wall,Fa,N,Mix,636.2,426.2,0.0,1927.4,1,2,3,1,3,0,TA,5,Min2,0,,Detchd,1916.0,RFn,3,773.1,Po,Po,P,740.3,150.1,351.0,157.8,236.6,262.0,,,TenC,9940.4,2,2010,CWD,AdjLand,332004
684,45,RH,292.3,78421.7,Grvl,,IR3,Lvl,NoSeWa,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,1,1978,1978,Gable,ClyTile,CemntBd,BrkFace,Stone,1584.9,Ex,Po,CBlock,TA,NA,NA,GLQ,5442.7,NA,148.3,1799.7,2194.6,GasA,Ex,N,SBrkr,563.5,1467.9,0.0,962.6,1,2,3,0,8,1,TA,6,Maj1,1,Fa,Basment,1950.0,Fin,1,1399.4,Po,Fa,Y,0.1,83.7,434.1,97.8,201.3,587.0,,NA,,11237.9,12,2009,ConLD,Partial,351003
685,20,RL,139.3,144915.0,Pave,,Reg,Low,AllPub,CulDSac,Sev,SWISU,RRAn,Feedr,1Fam,2.5Fin,1,1,1879,1978,Hip,ClyTile,ImStucc,VinylSd,None,1282.8,TA,TA,BrkTil,NA,NA,No,LwQ,2280.6,NA,584.6,1918.5,2342.3,Wall,Gd,Y,FuseF,1610.5,1511.1,0.0,4216.5,3,1,2,1,6,0,TA,14,Typ,2,NA,Attchd,1999.0,Fin,0,1208.2,TA,Gd,N,518.3,345.7,393.0,204.6,436.5,654.0,,,,491.8,11,2006,WD,AdjLand,354446
686,160,RL,,59202.9,Grvl,,Reg,Low,NoSeWa,FR2,Gtl,ClearCr,RRNn,Feedr,Duplex,1.5Unf,7,10,1957,1968,Flat,ClyTile,Stone,Plywood,Stone,1197.2,Fa,Po,Slab,Ex,TA,Mn,NA,3689.1,Unf,747.7,1632.3,2901.8,OthW,Ex,N,FuseP,1622.9,365.6,0.0,5528.4,2,0,0,1,8,3,Fa,11,Sev,2,NA,Attchd,1965.0,NA,0,382.1,Ex,Fa,N,8.4,415.6,6.5,346.8,238.7,314.0,,,,1824.2,8,2008,COD,Normal,549499
687,160,FV,114.9,18678.7,Grvl,,IR2,Lvl,NoSeWa,Inside,Gtl,Blueste,RRNn,Norm,TwnhsE,2.5Unf,9,7,1939,1993,Flat,WdShake,CemntBd,WdShing,Stone,1270.5,Ex,Po,BrkTil,TA,TA,NA,LwQ,106.5,BLQ,1467.9,1616.9,3667.8,Floor,Gd,Y,Mix,846.7,895.6,0.0,953.5,3,1,0,2,8,3,TA,4,Sev,0,Gd,Attchd,1923.0,RFn,2,522.7,Ex,Po,Y,611.8,77.9,170.7,28.4,103.6,368.0,,,,4884.2,11,2007,WD,Abnorml,374225
688,50,RL,160.1,213657.9,Pave,,IR1,Bnk,NoSeWa,FR2,Sev,Somerst,PosA,Norm,2FmCon,2Story,1,7,1946,1989,Shed,Tar&Grv,CBlock,CBlock,BrkFace,1550.3,Gd,Gd,PConc,Gd,Fa,Mn,Rec,718.6,Unf,263.3,1182.6,3488.7,Floor,Gd,N,FuseF,2098.1,1281.0,0.0,2625.5,2,0,0,1,8,1,Ex,7,Min1,1,Po,BuiltIn,2009.0,NA,4,1302.6,Ex,Fa,P,201.3,95.6,480.4,261.3,250.4,596.0,,,,5008.5,5,2007,ConLD,Partial,369722
689,70,C,87.0,34718.5,Grvl,,Reg,Bnk,AllPub,Corner,Sev,SWISU,RRAe,Feedr,Duplex,2.5Unf,2,1,2008,1955,Hip,ClyTile,WdShing,BrkFace,Stone,917.2,Gd,Ex,PConc,NA,Fa,No,BLQ,4413.8,Rec,1448.1,1257.5,238.2,Floor,Po,N,Mix,1571.8,53.8,0.0,664.5,2,0,1,1,7,1,TA,4,Min1,3,,NA,1914.0,Fin,4,1273.8,Gd,TA,N,325.6,6.6,297.8,207.5,16.5,251.0,,,,13958.0,1,2009,VWD,Alloca,265572
690,85,C,208.0,212767.7,Grvl,,Reg,Bnk,NoSeWa,FR3,Sev,Blueste,Artery,Norm,Twnhs,SFoyer,3,1,1961,1993,Flat,Membran,Plywood,Stone,BrkCmn,352.4,TA,Ex,PConc,Ex,Fa,Mn,GLQ,5463.2,BLQ,554.4,1734.8,4586.7,Grav,Po,Y,FuseP,447.6,835.5,0.0,4455.8,2,2,0,1,5,1,Ex,6,Maj1,3,NA,NA,1927.0,NA,3,227.6,TA,NA,N,326.0,290.9,57.5,268.0,347.2,332.0,,,,10609.8,4,2009,COD,Alloca,485795
691,85,RL,306.9,210384.2,Grvl,,IR3,Lvl,AllPub,FR2,Gtl,Timber,RRNn,Feedr,Duplex,2Story,3,4,2001,1988,Flat,CompShg,Wd Sdng,CemntBd,None,1379.5,TA,Gd,Wood,TA,Gd,Mn,LwQ,1806.4,NA,295.3,577.7,5799.5,Floor,Gd,N,FuseP,4194.0,320.0,0.0,5369.7,3,0,1,1,6,3,Ex,12,Sal,2,Fa,BuiltIn,,Unf,0,1175.9,NA,Po,Y,725.4,296.6,152.4,437.0,61.0,425.0,,,,5789.3,12,2006,ConLD,AdjLand,595297
692,60,RL,,171133.4,Pave,,IR2,Bnk,NoSeWa,FR2,Mod,IDOTRR,RRNn,Norm,Duplex,1.5Unf,8,5,1951,1999,Hip,Metal,MetalSd,MetalSd,Stone,1188.4,TA,Gd,PConc,Gd,Po,Av,,209.8,Unf,610.4,540.8,2130.4,GasA,TA,N,FuseP,4195.3,1119.0,0.0,2982.7,1,2,1,1,1,3,Ex,14,Typ,3,,,1928.0,Unf,4,422.0,Po,TA,N,87.5,273.5,156.4,24.2,53.6,294.0,,,,12542.6,2,2010,ConLD,Alloca,426768
693,50,FV,125.5,142380.2,Grvl,,IR2,Low,NoSeWa,FR2,Mod,Mitchel,PosN,PosN,TwnhsE,1.5Unf,7,5,1966,2003,Gable,WdShngl,Stucco,Wd Sdng,BrkCmn,662.9,Gd,Fa,Slab,TA,NA,Av,,2036.7,GLQ,905.0,2219.0,1098.3,OthW,Ex,N,SBrkr,1245.6,1740.6,0.0,2507.7,1,0,3,0,0,0,Ex,2,Maj1,0,,Attchd,1951.0,NA,4,771.1,NA,NA,P,571.5,172.9,482.0,387.9,454.3,641.0,,,,5009.5,6,2006,Con,AdjLand,492470
694,45,RL,210.2,124918.9,Grvl,,IR1,Lvl,NoSeWa,FR3,Sev,MeadowV,PosN,Norm,2FmCon,1Story,6,4,1941,1995,Gable,Roll,VinylSd,AsbShng,None,757.7,Ex,Ex,CBlock,Gd,Po,Mn,NA,98.6,BLQ,314.7,64.7,3299.4,GasA,Po,Y,SBrkr,1043.8,1083.6,0.0,5152.2,1,0,1,1,4,3,Fa,4,Typ,2,Ex,NA,1953.0,Fin,0,7.2,Gd,Po,P,840.9,234.0,305.5,338.8,370.8,284.0,,,,15356.7,5,2007,ConLD,Abnorml,521138
695,30,FV,56.9,186598.1,Grvl,,IR2,Lvl,NoSeWa,Inside,Sev,BrDale,Norm,Norm,TwnhsE,2Story,10,8,1961,1957,Shed,WdShake,AsphShn,BrkFace,None,658.0,TA,Po,BrkTil,NA,,NA,LwQ,1085.8,LwQ,429.6,325.8,4307.0,OthW,Gd,N,FuseP,2719.1,74.3,0.0,1042.0,1,2,1,2,7,1,Ex,8,Sev,2,,Attchd,1957.0,NA,0,1416.0,TA,TA,N,19.2,419.1,335.8,103.6,198.8,316.0,,,,12115.1,12,2008,ConLD,AdjLand,466435
696,45,FV,280.5,63224.1,Pave,,IR1,HLS,NoSeWa,CulDSac,Mod,Sawyer,Artery,Artery,TwnhsE,2.5Unf,10,7,1930,1973,Flat,ClyTile,Wd Sdng,WdShing,BrkFace,1487.9,Ex,Fa,CBlock,Ex,Gd,Gd,Rec,4247.0,LwQ,1259.6,1332.3,4148.1,Floor,TA,N,SBrkr,3082.8,61.2,0.0,5066.5,3,0,3,2,2,2,Ex,4,Sev,1,Ex,BuiltIn,1944.0,RFn,1,1079.2,,NA,Y,827.8,99.4,202.6,373.0,115.0,511.0,,MnPrv,,12530.0,9,2009,ConLw,Partial,669685
697,180,RL,,101358.1,Grvl,,IR1,HLS,AllPub,FR3,Mod,Veenker,RRAe,PosN,Twnhs,2.5Unf,4,9,1899,1969,Gable,Roll,Plywood,Plywood,Stone,549.7,Ex,Ex,Wood,Fa,NA,Gd,BLQ,5288.9,NA,1472.5,1723.6,3740.0,GasA,Gd,N,Mix,4507.0,1250.4,0.0,2415.4,0,1,0,1,6,2,TA,6,Mod,3,,Detchd,1976.0,Unf,3,342.8,Ex,,P,15.8,110.2,33.3,252.2,404.9,28.0,,,,4045.1,12,2007,VWD,Alloca,391685
698,85,RM,152.2,133815.4,Grvl,,IR3,Bnk,NoSeWa,Inside,Sev,NAmes,Feedr,Feedr,TwnhsE,1Story,9,7,1943,2003,Gable,Roll,AsphShn,ImStucc,None,1541.6,TA,TA,Stone,TA,Fa,No,Rec,493.6,NA,469.0,1256.5,893.5,Grav,Fa,Y,Mix,1978.5,677.3,0.0,3303.3,2,0,0,1,4,1,TA,8,Min1,1,Po,2Types,1949.0,Unf,0,969.6,Ex,,P,720.9,364.8,41.5,244.4,464.9,293.0,,NA,,2248.0,3,2006,ConLw,Alloca,470544
699,85,RM,192.1,89272.1,Grvl,,IR3,Bnk,NoSeWa,Corner,Sev,NridgHt,Artery,Feedr,TwnhsE,SFoyer,1,10,1885,1963,Flat,ClyTile,Plywood,Wd Sdng,None,1456.4,TA,Po,BrkTil,Ex,Po,NA,GLQ,3148.8,GLQ,219.4,829.4,5113.0,GasA,Gd,N,FuseA,3028.1,1182.6,0.0,3138.2,1,2,2,1,7,3,TA,14,Sal,2,,Detchd,1921.0,Unf,1,415.9,NA,TA,P,823.8,474.2,232.1,245.4,244.0,6.0,,,,6037.9,5,2010,WD,Partial,356852
700,40,FV,,92758.6,Pave,,Reg,Low,AllPub,Inside,Sev,NWAmes,RRAe,RRNn,Twnhs,2Story,2,1,1895,1954,Flat,WdShake,CBlock,VinylSd,,1008.8,Gd,Po,Wood,Fa,Po,Mn,Rec,1432.9,LwQ,1169.1,2284.6,2600.5,Wall,Fa,N,FuseF,4161.1,337.9,0.0,3603.6,1,2,2,0,5,1,Ex,3,Min2,3,Ex,NA,1951.0,Unf,0,126.8,Ex,Gd,N,851.0,186.2,98.0,482.2,278.4,541.0,,,,5180.7,10,2008,ConLw,Normal,311247
701,85,RL,42.0,71962.8,Pave,,IR3,Bnk,NoSeWa,FR2,Mod,NWAmes,RRAe,PosN,1Fam,1.5Unf,4,7,1983,1990,Shed,Metal,CemntBd,ImStucc,None,927.7,TA,Fa,PConc,NA,Po,Av,NA,784.8,NA,885.1,1644.2,1353.2,GasA,Po,N,Mix,2294.9,1604.2,0.0,5334.8,3,1,1,2,5,3,Ex,4,Mod,1,Fa,2Types,1952.0,RFn,2,603.1,Fa,TA,P,393.5,510.2,57.6,479.7,116.7,214.0,,,,11932.4,7,2010,ConLw,Abnorml,490961
702,190,RM,220.3,122014.6,Pave,,Reg,Low,AllPub,Inside,Mod,StoneBr,RRNe,PosN,TwnhsE,SFoyer,3,1,1915,1989,Shed,Tar&Grv,AsphShn,Stone,BrkFace,592.1,Gd,Ex,PConc,Gd,Gd,Gd,ALQ,1235.9,ALQ,148.0,1942.1,527.1,GasW,Po,N,FuseF,867.2,1777.4,0.0,5382.6,2,0,2,0,6,2,Ex,5,Min2,3,Fa,NA,1930.0,Unf,2,870.3,Ex,Po,P,743.0,31.5,144.8,464.1,282.8,626.0,,,,2701.5,9,2006,New,AdjLand,458795
703,20,RL,91.6,183276.2,Grvl,,Reg,Bnk,AllPub,Inside,Mod,Blueste,Feedr,Norm,Duplex,SFoyer,1,7,1927,1983,Gable,ClyTile,MetalSd,HdBoard,None,29.3,Gd,Gd,Stone,NA,Po,Mn,ALQ,3260.9,NA,1395.5,94.0,2546.2,Wall,Gd,N,FuseA,1978.9,1836.3,0.0,4745.7,1,1,3,0,6,0,Ex,6,Maj1,2,TA,BuiltIn,1970.0,RFn,2,127.3,Po,NA,N,104.8,64.8,409.6,450.5,192.3,214.0,,,,8175.7,3,2006,ConLw,Abnorml,396380
704,75,RL,229.5,44416.0,Grvl,,Reg,Low,AllPub,Corner,Sev,NWAmes,PosN,Artery,TwnhsE,1.5Fin,5,10,1991,2009,Shed,WdShake,Wd Sdng,ImStucc,None,204.2,Ex,TA,BrkTil,Ex,TA,Gd,ALQ,367.6,Rec,115.0,551.1,3775.8,OthW,Po,Y,FuseA,929.2,627.9,0.0,1350.7,0,0,2,1,3,3,Gd,13,Min1,2,Po,CarPort,1947.0,RFn,0,735.1,Gd,Gd,N,364.6,251.6,40.3,19.1,405.9,163.0,,GdPrv,,9737.0,4,2007,New,Partial,401482
705,50,RL,,201217.3,Grvl,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,PosA,Feedr,2FmCon,1.5Fin,7,8,1903,1965,Mansard,WdShake,Stone,MetalSd,BrkFace,1206.8,Gd,Po,Slab,Ex,Fa,Av,ALQ,2450.7,Rec,921.8,874.1,4065.5,Floor,Gd,Y,FuseF,406.5,1364.4,0.0,2104.3,1,1,2,1,7,0,Gd,10,Sev,2,,CarPort,1989.0,RFn,4,730.1,Gd,Gd,N,263.9,395.7,247.4,203.5,181.0,169.0,,,,5970.1,1,2008,WD,Abnorml,411762
706,150,RH,,148726.9,Grvl,,IR1,Low,AllPub,Inside,Mod,NAmes,Feedr,Feedr,Duplex,2Story,2,9,1896,1994,Hip,WdShngl,CemntBd,AsbShng,BrkFace,754.5,Ex,Gd,Slab,TA,Fa,Av,GLQ,763.2,ALQ,624.9,426.6,5882.3,Floor,Gd,N,FuseP,3609.3,576.2,0.0,2923.4,2,2,1,2,5,2,TA,10,Min2,0,,Attchd,1930.0,Unf,4,891.4,Fa,Gd,Y,338.7,202.8,456.0,454.6,311.4,220.0,,,,3109.4,2,2006,VWD,Normal,369812
707,45,RL,182.3,177435.2,Grvl,,Reg,Bnk,AllPub,FR3,Gtl,Sawyer,PosN,Artery,Duplex,2Story,5,3,1987,1956,Gable,Metal,BrkComm,HdBoard,BrkFace,239.7,Gd,Gd,PConc,Fa,NA,NA,LwQ,1539.0,LwQ,820.5,170.3,935.7,GasA,Fa,Y,FuseF,1373.1,1575.1,0.0,5140.2,0,2,3,1,7,0,Fa,5,Maj2,1,Ex,NA,2001.0,Unf,2,346.9,Fa,,Y,601.6,303.4,147.9,383.6,97.7,259.0,,MnPrv,,13882.8,3,2007,ConLD,Family,513851
708,190,RH,172.9,120294.2,Pave,,Reg,HLS,AllPub,Corner,Gtl,Mitchel,Norm,Artery,1Fam,2.5Unf,6,4,1937,1965,Gable,Metal,Plywood,AsbShng,None,422.3,TA,Gd,PConc,Fa,Gd,Mn,ALQ,1076.6,GLQ,314.3,525.8,6023.1,Floor,Ex,Y,Mix,342.7,248.9,0.0,3098.8,3,1,2,2,6,0,TA,10,Maj1,1,Gd,Attchd,2001.0,RFn,3,29.3,Po,Gd,N,75.0,15.6,166.6,232.0,43.5,723.0,,,,2152.0,10,2006,ConLD,Family,472759
709,75,FV,62.7,168073.7,Pave,,Reg,Bnk,AllPub,FR2,Mod,BrDale,Artery,PosN,2FmCon,2.5Unf,7,4,1913,1956,Mansard,CompShg,AsbShng,CemntBd,BrkCmn,1516.5,Fa,Gd,PConc,TA,NA,Mn,Unf,4983.5,GLQ,1014.3,1246.6,4000.1,Floor,Gd,N,FuseF,4136.1,1575.1,0.0,5522.2,0,0,0,0,0,1,Ex,5,Typ,2,,Attchd,1903.0,Unf,1,460.6,TA,NA,Y,855.4,252.6,488.1,392.8,19.4,260.0,,,,4709.0,7,2007,Con,Abnorml,570825
710,190,RM,,4766.0,Grvl,,IR1,Lvl,AllPub,FR3,Mod,NWAmes,PosA,Artery,2FmCon,2.5Fin,1,9,1947,1976,Gambrel,Metal,WdShing,CBlock,BrkCmn,587.4,Ex,Fa,Wood,NA,NA,No,ALQ,3996.0,Rec,1414.6,1625.3,2775.3,Floor,Ex,N,Mix,2268.0,908.0,0.0,5556.2,2,0,3,2,3,0,Ex,3,Mod,1,TA,NA,1934.0,NA,2,565.2,,Fa,P,544.3,132.7,358.8,105.8,199.5,641.0,,,,11726.8,7,2010,ConLw,AdjLand,484531
711,70,RM,100.3,176388.4,Pave,,IR2,HLS,AllPub,Inside,Mod,Somerst,Norm,Artery,2FmCon,SFoyer,7,7,2008,1963,Shed,Membran,Stucco,Other,None,1452.3,TA,Po,Stone,Fa,Fa,No,NA,4901.6,NA,675.7,1808.1,5426.9,GasA,TA,Y,Mix,1375.0,1766.7,0.0,3511.3,2,2,3,2,6,2,TA,11,Typ,2,,Detchd,1996.0,Unf,1,901.5,,NA,Y,748.6,282.5,440.3,304.7,78.5,616.0,,,,9382.3,1,2007,ConLD,Partial,579889
712,30,RM,166.0,9887.5,Pave,Pave,IR2,Low,AllPub,FR2,Sev,ClearCr,Norm,Norm,TwnhsE,1.5Fin,4,3,1909,1963,Gambrel,WdShngl,Wd Sdng,CemntBd,Stone,487.4,Ex,Gd,Stone,NA,TA,Av,LwQ,2164.3,Unf,770.8,100.3,4243.3,GasA,Po,N,Mix,1479.2,1525.9,0.0,4991.7,0,0,1,2,8,3,TA,2,Sev,1,Ex,Attchd,1966.0,Unf,1,1319.0,Fa,Ex,Y,711.0,287.6,159.6,270.8,476.9,565.0,,,,11325.0,9,2010,Oth,Normal,536008
713,20,RM,104.0,191692.5,Grvl,,Reg,HLS,AllPub,FR2,Gtl,SWISU,RRNe,PosN,TwnhsE,2.5Fin,8,10,1932,1993,Shed,Membran,AsbShng,VinylSd,Stone,869.2,Gd,Gd,CBlock,Gd,Gd,NA,ALQ,1768.9,NA,353.5,999.8,2130.7,GasW,TA,N,FuseP,1382.3,777.5,0.0,5637.9,1,1,3,0,1,0,Fa,8,Sev,3,NA,2Types,1963.0,,2,288.4,Po,NA,P,656.5,412.0,550.2,291.4,383.2,619.0,,,,12535.9,3,2009,CWD,Normal,577422
714,120,RM,60.1,213525.5,Grvl,,IR2,Bnk,NoSeWa,FR3,Gtl,Veenker,RRAn,RRNn,Duplex,2.5Fin,4,5,1960,1982,Hip,Metal,BrkFace,MetalSd,Stone,32.8,Ex,Ex,Stone,Ex,Gd,Mn,Unf,2148.0,GLQ,1314.6,285.5,5401.8,Grav,TA,Y,FuseP,1181.9,1865.8,0.0,4844.3,2,1,3,0,4,3,TA,5,Mod,1,Po,Attchd,1982.0,NA,4,974.6,NA,TA,N,33.6,295.3,77.8,366.7,332.8,471.0,,,,13878.6,3,2006,ConLD,Normal,553111
715,190,RM,204.8,64214.3,Pave,,IR3,HLS,NoSeWa,Inside,Gtl,SawyerW,RRAn,RRNn,1Fam,2.5Fin,6,7,1889,1982,Flat,CompShg,AsphShn,CemntBd,BrkFace,835.0,Fa,Po,BrkTil,Gd,Gd,NA,LwQ,104.7,NA,1431.5,1007.3,4073.0,Grav,Gd,Y,FuseA,4000.1,585.1,0.0,3820.9,0,0,3,1,8,1,Fa,13,Min1,2,NA,BuiltIn,1908.0,NA,3,138.1,Gd,Fa,P,442.6,336.0,531.0,482.5,385.6,254.0,,,,4720.8,2,2009,COD,Alloca,466130
716,190,RM,36.9,46296.6,Pave,,IR3,HLS,NoSeWa,FR2,Gtl,Edwards,RRAn,Feedr,TwnhsE,2Story,9,8,1941,1993,Gable,WdShngl,HdBoard,AsphShn,Stone,1019.1,TA,TA,Stone,TA,TA,Av,ALQ,4090.2,ALQ,1159.0,1013.8,4269.9,Wall,TA,Y,SBrkr,1076.3,1996.8,0.0,4820.0,2,2,3,1,8,2,Ex,9,Min2,1,TA,Attchd,1945.0,RFn,2,270.3,,Po,P,281.2,289.7,498.0,134.1,126.1,277.0,,,,7351.7,3,2008,ConLI,Abnorml,626368
717,90,FV,239.6,165045.7,Grvl,Grvl,IR3,Bnk,AllPub,Corner,Sev,OldTown,RRNn,Artery,TwnhsE,1.5Unf,5,1,1953,1969,Mansard,WdShake,AsbShng,Other,,374.9,Ex,Gd,BrkTil,Fa,Gd,Av,Unf,1974.1,Rec,800.0,1163.8,5476.9,Wall,Gd,Y,FuseP,2782.6,1584.3,0.0,772.7,1,2,3,2,5,2,Fa,9,Typ,3,Fa,Detchd,1982.0,Unf,1,722.0,Ex,Gd,P,96.8,541.7,304.6,385.1,422.0,558.0,,,,10668.8,6,2009,New,AdjLand,384441
718,45,RL,,55433.7,Grvl,,IR3,Bnk,AllPub,Corner,Mod,SawyerW,Artery,Norm,1Fam,2Story,4,2,1987,2002,Flat,ClyTile,Stucco,BrkFace,BrkFace,926.3,Fa,Fa,Slab,Gd,Po,No,,1768.4,BLQ,1410.3,2085.7,2739.8,GasW,Po,N,FuseP,671.0,2045.7,0.0,3703.6,1,2,3,2,6,3,TA,13,Typ,3,,Detchd,,Unf,0,1004.5,TA,NA,N,293.9,433.0,323.1,327.7,477.9,645.0,,MnWw,,12318.6,10,2007,Con,Alloca,467531
719,75,C,,186482.7,Grvl,,IR1,Lvl,NoSeWa,FR3,Mod,IDOTRR,RRAn,Artery,2FmCon,1.5Unf,8,7,1951,1996,Flat,Tar&Grv,AsphShn,CemntBd,BrkCmn,1035.5,TA,Gd,CBlock,Ex,TA,No,LwQ,3375.9,NA,226.8,1880.7,4013.7,Floor,Po,Y,FuseA,4472.0,111.3,0.0,1483.3,0,2,3,0,8,2,Ex,9,Min2,3,Po,NA,1955.0,RFn,0,1217.5,Fa,Po,Y,552.6,413.3,427.8,353.1,139.1,23.0,,,,8956.2,4,2007,ConLD,AdjLand,461952
720,120,RH,170.2,23302.7,Pave,,Reg,HLS,AllPub,Corner,Sev,Mitchel,PosN,Feedr,Duplex,2Story,9,2,1886,1985,Gambrel,WdShake,MetalSd,CBlock,None,1099.0,Fa,Gd,Stone,Fa,NA,Mn,,2462.2,ALQ,705.3,1487.4,4550.0,GasW,TA,Y,FuseA,2963.2,565.9,0.0,950.1,3,2,0,0,7,1,Fa,7,Min2,2,Ex,,1982.0,Fin,1,1054.9,TA,Gd,P,197.6,343.1,169.3,217.9,472.6,432.0,,NA,,7963.1,2,2008,WD,AdjLand,398099
721,30,C,,28247.5,Pave,,IR1,Low,AllPub,CulDSac,Mod,BrDale,RRAe,Artery,TwnhsE,1.5Fin,4,7,1884,1956,Gable,CompShg,Stucco,Wd Sdng,BrkCmn,1242.2,Ex,Gd,Slab,NA,Po,NA,Rec,5535.9,ALQ,792.4,2068.3,2773.6,GasW,Gd,Y,FuseA,4269.9,1530.7,0.0,5073.4,3,1,3,0,5,3,Gd,10,Maj1,0,Po,NA,1925.0,RFn,2,21.8,Po,NA,P,381.0,289.0,291.2,479.8,153.8,628.0,,,,10722.3,8,2008,Con,AdjLand,491011
722,40,C,101.6,210784.6,Grvl,,IR1,Bnk,NoSeWa,Inside,Gtl,Crawfor,Feedr,RRNn,1Fam,2Story,3,9,1990,1981,Hip,WdShngl,HdBoard,Plywood,BrkFace,498.1,Fa,Po,BrkTil,Fa,NA,Av,LwQ,2010.7,GLQ,725.1,1584.9,509.9,OthW,Fa,N,FuseF,2068.0,1904.4,0.0,3729.2,1,0,1,2,5,2,Ex,5,Mod,2,,Basment,1959.0,NA,4,969.8,Gd,Po,Y,346.7,188.6,498.1,243.7,5.6,477.0,,,,5921.4,1,2006,CWD,AdjLand,417228
